p_p64_p64,p_p37_p37_1,p_p37_p37_2,p_p37_p37_3,p_p37_p37_4,p_p37_p37_5,p_p37_p37_6,p_p37_p37_7,p_p37_p37_8,p_p37_p37_9,p_p37_p37_10,p_p37_p37_11,p_p37_p37_12,p_p37_p37_13,fexp
2,1,0,0,1,0,1,0,0,0,0,0,0,0,28.59130435
2,0,0,1,1,1,0,0,0,0,0,0,0,0,28.59130435
2,0,1,0,1,0,0,0,0,0,1,0,0,0,28.59130435
3,1,1,0,0,0,0,0,1,0,0,0,0,0,4.094594595
3,0,0,1,1,0,0,0,0,1,0,0,0,0,28.59130435
3,1,1,0,0,0,0,0,0,0,1,0,0,0,28.59130435
1,0,1,0,0,0,1,0,0,0,0,0,1,0,28.59130435
2,0,0,1,1,1,0,0,0,0,0,0,0,0,28.59130435
1,0,0,1,1,0,0,0,0,0,0,0,0,0,4.094594595
3,0,0,0,0,0,0,0,0,1,0,0,0,0,28.59130435
2,1,1,1,0,0,0,0,0,0,0,0,0,0,28.59130435
3,0,0,1,0,0,0,0,0,0,0,0,0,0,28.59130435
2,0,1,0,0,1,0,0,1,0,0,0,0,0,28.59130435
2,1,1,0,1,0,0,0,0,0,0,0,0,0,28.59130435
3,1,1,1,0,0,0,0,0,0,0,0,0,0,28.59130435
2,0,0,1,0,0,0,0,0,0,0,0,0,0,28.59130435
2,1,0,0,0,0,0,0,0,1,0,0,0,0,28.59130435
2,0,1,0,0,0,0,1,0,0,0,0,0,0,28.59130435
2,1,1,0,0,0,1,0,0,0,0,0,0,0,28.59130435
2,1,0,0,0,1,0,1,0,0,0,0,0,0,13.77906977
2,0,1,1,0,1,0,0,0,0,0,0,0,0,13.77906977
2,0,0,0,0,0,0,0,0,0,1,0,0,0,13.77906977
2,1,0,0,0,0,1,0,0,1,0,0,0,0,13.77906977
2,0,1,0,0,0,0,0,1,1,0,0,0,0,4.094594595
2,0,0,0,0,0,0,0,0,1,0,0,0,0,13.77906977
3,0,0,0,1,0,0,1,0,1,0,0,0,0,13.77906977
2,0,0,1,0,0,0,0,0,0,0,0,0,0,13.77906977
1,0,0,0,0,0,0,0,0,0,0,0,1,0,13.77906977
3,1,0,0,0,1,0,0,1,0,0,0,0,0,13.77906977
2,0,0,0,0,0,0,1,0,0,0,1,0,0,13.77906977
3,0,0,1,0,0,0,1,0,1,0,0,0,0,4.094594595
2,1,0,0,0,0,0,0,1,0,0,0,0,0,13.77906977
2,1,1,0,0,0,0,0,0,0,0,0,0,0,13.77906977
2,0,0,0,0,0,0,1,0,1,0,1,0,0,13.77906977
2,0,1,1,0,0,0,1,0,0,0,0,0,0,13.77906977
3,0,0,0,0,1,1,0,0,0,0,0,0,0,13.77906977
3,1,0,0,0,1,0,0,1,0,0,0,0,0,13.77906977
2,0,1,0,0,0,1,0,1,0,0,0,0,0,13.77906977
2,0,0,0,0,0,1,0,1,0,0,0,0,0,13.77906977
3,0,0,1,0,0,1,0,1,0,0,0,0,0,4.094594595
3,0,0,1,0,0,0,0,0,0,0,1,0,0,13.77906977
2,0,0,1,0,0,0,0,0,0,0,0,0,0,13.77906977
2,1,1,1,0,0,0,0,0,0,0,0,0,0,13.77906977
3,1,0,0,0,0,0,1,0,0,1,0,0,0,13.77906977
3,1,0,0,0,1,0,0,0,1,0,0,0,0,13.77906977
2,0,1,1,0,0,1,0,0,0,0,0,0,0,13.77906977
2,1,1,0,0,0,0,1,0,0,0,0,0,0,13.77906977
3,0,1,0,0,0,0,0,1,0,0,0,0,0,13.77906977
2,0,1,0,0,0,0,0,0,1,0,0,0,0,13.77906977
2,1,0,0,0,0,1,0,0,0,0,0,1,0,13.77906977
2,1,0,0,0,1,0,1,0,0,0,0,0,0,13.77906977
3,0,0,0,0,0,0,1,0,0,0,0,0,0,13.77906977
2,0,0,1,0,1,0,1,0,0,0,0,0,0,13.77906977
2,0,0,1,0,1,0,1,0,0,0,0,0,0,13.77906977
2,1,0,1,0,0,0,0,0,0,0,0,1,0,13.77906977
2,1,0,0,0,0,0,1,0,1,0,0,0,0,13.77906977
3,1,0,0,0,0,1,0,0,0,1,0,0,0,4.094594595
2,0,1,0,0,1,0,1,0,0,0,0,0,0,13.77906977
3,0,1,0,0,0,0,1,0,0,0,0,0,0,4.094594595
2,1,0,0,1,0,0,1,0,0,0,0,0,0,13.77906977
3,1,0,0,0,0,0,1,0,1,0,0,0,0,13.77906977
2,1,0,0,1,1,0,0,0,0,0,0,0,0,13.77906977
2,0,0,0,0,1,1,1,0,0,0,0,0,0,13.77906977
2,1,1,1,0,0,0,0,0,0,0,0,0,0,13.77906977
1,0,0,0,0,1,0,0,1,0,0,0,0,0,13.77906977
3,0,0,1,0,0,0,1,1,0,0,0,0,0,6.295774648
3,1,0,0,0,0,0,1,0,0,0,1,0,0,6.295774648
2,0,1,0,0,0,1,1,0,0,0,0,0,0,6.295774648
3,1,0,0,0,0,0,1,0,0,1,0,0,0,6.295774648
2,0,0,1,1,0,0,0,0,0,0,0,0,0,6.295774648
2,1,0,0,0,0,1,0,0,1,0,0,0,0,6.295774648
2,1,1,0,0,0,0,0,1,0,0,0,0,0,6.295774648
2,1,0,0,0,0,1,0,0,0,1,0,0,0,6.295774648
2,0,0,1,0,0,0,0,0,0,1,1,0,0,6.295774648
3,0,0,0,1,0,0,1,0,1,0,0,0,0,6.295774648
2,1,0,1,0,0,0,0,0,0,0,0,1,0,6.295774648
3,1,0,0,0,1,0,0,0,0,1,0,0,0,6.295774648
2,0,1,1,1,0,0,0,0,0,0,0,0,0,4.094594595
2,1,0,0,0,0,0,0,0,0,1,0,0,0,6.295774648
1,0,0,1,0,1,0,0,0,0,0,0,0,0,6.295774648
2,1,1,0,0,0,0,0,1,0,0,0,0,0,6.295774648
2,0,1,1,0,1,0,0,0,0,0,0,0,0,4.094594595
2,0,0,0,0,0,0,0,0,1,0,0,0,0,6.295774648
3,0,0,0,1,0,0,0,0,0,0,1,0,0,6.295774648
3,0,1,0,0,0,1,0,0,1,0,0,0,0,4.094594595
3,0,1,0,1,1,0,0,0,0,0,0,0,0,6.295774648
3,1,0,1,0,0,0,0,1,0,0,0,0,0,6.295774648
2,0,0,1,0,0,0,1,0,0,0,1,0,0,6.295774648
2,0,0,1,0,0,1,1,0,0,0,0,0,0,6.295774648
2,0,0,1,1,0,0,0,0,0,0,0,1,0,6.295774648
2,0,1,0,0,0,1,0,0,0,1,0,0,0,6.295774648
2,1,1,1,0,0,0,0,0,0,0,0,0,0,6.295774648
2,0,1,0,0,0,0,0,1,0,0,0,0,0,6.295774648
2,0,0,0,0,0,1,0,1,0,0,0,1,0,6.295774648
3,0,1,0,0,0,0,0,1,0,0,0,0,0,6.295774648
2,0,1,0,0,0,0,1,0,0,0,0,1,0,6.295774648
3,0,0,0,0,1,0,0,0,1,0,0,0,0,6.295774648
2,0,0,0,0,1,0,0,1,0,0,0,0,0,272.9212598
3,0,0,1,0,1,0,0,0,1,0,0,0,0,272.9212598
2,0,1,0,0,1,1,0,0,0,0,0,0,0,272.9212598
2,1,0,0,0,1,0,0,0,0,0,0,0,0,272.9212598
1,0,1,0,0,1,1,0,0,0,0,0,0,0,272.9212598
2,0,0,1,0,0,1,0,1,0,0,0,0,0,272.9212598
2,0,0,0,0,0,1,0,0,0,0,0,0,0,272.9212598
2,0,1,1,0,0,0,0,0,0,0,1,0,0,272.9212598
2,0,0,0,0,0,0,0,0,1,0,0,0,0,272.9212598
2,0,0,1,0,1,0,0,0,0,0,0,0,0,272.9212598
2,0,0,0,0,1,0,1,0,1,0,0,0,0,272.9212598
2,0,1,0,0,0,1,0,0,1,0,0,0,0,272.9212598
2,1,1,0,0,0,0,1,0,0,0,0,0,0,272.9212598
2,1,1,1,0,0,0,0,0,0,0,0,0,0,272.9212598
2,0,1,0,0,1,1,0,0,0,0,0,0,0,272.9212598
2,1,0,0,0,1,0,0,0,0,0,0,1,0,272.9212598
2,0,0,1,0,1,1,0,0,0,0,0,0,0,272.9212598
2,0,1,0,0,1,0,0,0,0,0,0,0,0,272.9212598
2,1,1,0,0,0,0,0,0,0,0,0,0,0,272.9212598
2,0,0,0,0,1,0,1,1,0,0,0,0,0,272.9212598
2,0,0,0,1,0,0,1,0,1,0,0,0,0,272.9212598
3,0,0,1,0,0,1,0,1,0,0,0,0,0,4.094594595
3,0,0,0,0,1,0,0,1,0,0,1,0,0,272.9212598
1,0,0,0,1,0,0,1,1,0,0,0,0,0,272.9212598
2,1,0,1,1,0,0,0,0,0,0,0,0,0,272.9212598
3,0,0,1,0,0,0,0,0,0,0,0,0,0,272.9212598
2,0,0,1,0,1,1,0,0,0,0,0,0,0,272.9212598
3,0,0,0,0,1,0,1,0,0,0,1,0,0,272.9212598
2,1,1,0,1,0,0,0,0,0,0,0,0,0,272.9212598
2,0,1,0,0,1,0,0,0,0,0,0,0,0,272.9212598
2,1,1,0,0,0,1,0,0,0,0,0,0,0,272.9212598
2,1,1,1,0,0,0,0,0,0,0,0,0,0,272.9212598
3,0,0,0,1,0,1,0,0,0,0,0,0,0,272.9212598
2,1,0,1,0,0,0,1,0,0,0,0,0,0,272.9212598
3,0,1,1,0,0,0,1,0,0,0,0,0,0,272.9212598
2,1,1,0,0,0,0,1,0,0,0,0,0,0,272.9212598
1,0,0,1,0,1,0,0,0,0,0,0,0,0,272.9212598
2,0,0,0,0,0,0,1,0,1,0,0,0,0,272.9212598
2,0,0,0,0,0,1,1,1,0,0,0,0,0,272.9212598
1,0,0,1,0,0,1,1,0,0,0,0,0,0,272.9212598
3,0,0,1,0,0,1,0,0,0,0,0,1,0,272.9212598
2,0,1,0,0,0,0,0,0,0,0,0,0,0,272.9212598
2,0,1,1,0,0,0,1,0,0,0,0,0,0,272.9212598
2,0,0,0,0,0,0,0,0,1,0,0,0,0,272.9212598
1,0,0,0,0,1,0,0,0,0,0,1,0,0,272.9212598
2,1,1,0,0,1,0,0,0,0,0,0,0,0,272.9212598
2,0,1,0,0,0,1,0,0,1,0,0,0,0,272.9212598
2,0,0,1,0,0,0,0,0,1,0,0,1,0,4.094594595
3,0,0,0,0,0,0,1,1,0,0,0,1,0,272.9212598
3,0,0,0,0,0,0,1,0,0,0,1,0,0,272.9212598
1,0,0,0,0,0,0,1,0,1,0,1,0,0,272.9212598
2,0,0,1,0,0,1,0,0,0,0,0,0,0,272.9212598
2,0,0,0,0,0,0,1,0,0,0,0,1,0,272.9212598
2,1,0,0,1,1,0,0,0,0,0,0,0,0,272.9212598
2,0,1,0,0,0,0,1,0,0,0,0,1,0,272.9212598
2,0,1,0,0,0,1,0,1,0,0,0,0,0,272.9212598
3,0,0,0,0,1,1,0,0,0,1,0,0,0,272.9212598
2,0,0,1,0,0,0,0,0,0,0,1,1,0,272.9212598
2,0,0,0,0,1,0,1,1,0,0,0,0,0,272.9212598
2,0,1,0,0,1,0,1,0,0,0,0,0,0,272.9212598
2,1,1,1,0,0,0,0,0,0,0,0,0,0,272.9212598
3,0,0,0,0,0,0,1,0,0,0,0,0,0,4.094594595
2,0,1,1,0,0,0,0,0,0,0,0,1,0,69.8
2,0,1,0,1,0,0,0,0,0,0,0,0,0,69.8
3,0,1,0,0,0,0,1,1,0,0,0,0,0,4.094594595
2,0,1,0,0,0,1,1,0,0,0,0,0,0,69.8
2,0,0,1,0,1,0,0,0,1,0,0,0,0,69.8
3,0,1,0,0,0,1,0,1,0,0,0,0,0,69.8
2,1,0,0,0,1,0,0,1,0,0,0,0,0,69.8
3,0,0,1,0,0,1,0,0,0,0,0,0,0,69.8
2,0,0,0,1,0,1,0,0,1,0,0,0,0,69.8
2,1,1,0,0,0,0,1,0,0,0,0,0,0,69.8
2,0,0,0,0,1,0,1,1,0,0,0,0,0,69.8
2,0,0,0,1,1,0,0,0,0,1,0,0,0,69.8
2,0,1,0,0,0,1,0,0,1,0,0,0,0,69.8
2,0,1,1,1,0,0,0,0,0,0,0,0,0,69.8
1,0,0,1,0,0,0,0,0,1,0,0,0,0,69.8
3,0,0,0,0,0,1,0,1,0,0,0,0,0,69.8
2,0,0,1,0,0,0,0,1,0,0,0,0,0,69.8
3,0,0,0,0,0,1,0,1,0,0,0,0,0,69.8
3,0,0,1,0,0,0,1,0,0,1,0,0,0,69.8
2,1,0,0,1,0,0,1,0,0,0,0,0,0,69.8
2,1,1,0,0,0,1,0,0,0,0,0,0,0,4.094594595
2,1,0,0,0,0,0,1,0,0,0,0,0,0,69.8
2,0,1,1,0,0,0,0,1,0,0,0,0,0,69.8
3,0,1,1,0,0,1,0,0,0,0,0,0,0,69.8
3,0,1,0,0,1,0,0,1,0,0,0,0,0,69.8
2,1,0,0,0,1,0,0,1,0,0,0,0,0,69.8
2,0,1,1,0,0,0,0,0,0,0,0,0,0,69.8
2,1,0,1,0,0,0,1,0,0,0,0,0,0,69.8
3,0,0,1,0,0,1,0,1,0,0,0,0,0,4.094594595
2,0,0,0,0,0,0,1,0,0,0,0,0,0,69.8
2,1,1,0,0,0,0,1,0,0,0,0,0,0,69.8
3,0,0,0,0,0,0,0,0,0,0,0,0,1,69.8
2,0,1,0,0,0,0,0,0,0,0,0,0,0,69.8
2,1,0,1,0,0,0,0,0,0,0,0,0,0,69.8
2,0,1,0,0,0,0,1,0,0,1,0,0,0,69.8
3,0,0,0,0,0,0,1,1,0,0,0,0,0,69.8
2,0,0,1,1,1,0,0,0,0,0,0,0,0,69.8
2,0,0,0,1,0,0,1,0,0,1,0,0,0,69.8
1,0,0,0,0,0,1,0,1,0,0,0,0,0,69.8
3,0,0,0,0,0,0,1,1,0,0,0,1,0,69.8
2,0,0,0,0,1,0,0,0,0,0,0,0,0,69.8
3,0,1,0,1,0,0,0,0,0,1,0,0,0,69.8
3,0,0,0,1,0,0,0,1,0,0,0,0,0,4.094594595
3,0,1,1,0,0,0,0,0,1,0,0,0,0,69.8
3,1,0,0,0,1,0,0,1,0,0,0,0,0,69.8
3,0,0,1,0,0,0,1,0,0,0,0,0,0,4.094594595
2,0,1,0,1,0,1,0,0,0,0,0,0,0,69.8
2,1,0,0,0,1,0,0,0,1,0,0,0,0,69.8
2,0,1,0,0,1,0,1,0,0,0,0,0,0,69.8
3,0,0,0,0,0,0,1,0,0,0,0,0,0,4.094594595
3,0,0,0,0,0,1,0,0,1,0,0,1,0,69.8
2,0,1,0,0,1,0,1,0,0,0,0,0,0,69.8
3,0,0,0,0,0,0,1,0,0,0,0,0,0,69.8
3,0,0,1,0,0,1,1,0,0,0,0,0,0,69.8
2,0,1,0,1,0,0,0,1,0,0,0,0,0,69.8
3,1,1,0,0,0,0,1,0,0,0,0,0,0,69.8
2,1,0,0,0,1,0,1,0,0,0,0,0,0,69.8
3,0,1,0,0,0,1,1,0,0,0,0,0,0,19.15178571
3,0,0,0,1,0,0,0,1,1,0,0,0,0,19.15178571
3,0,1,1,0,0,0,1,0,0,0,0,0,0,19.15178571
2,0,1,1,0,0,0,0,0,0,0,0,0,0,19.15178571
2,1,1,0,0,0,0,1,0,0,0,0,0,0,19.15178571
3,0,0,1,0,0,1,0,0,0,0,0,0,0,19.15178571
3,0,0,1,0,1,0,0,0,0,0,0,0,0,19.15178571
2,0,0,1,0,0,1,0,0,0,0,0,0,0,19.15178571
3,0,1,0,1,0,0,0,1,0,0,0,0,0,19.15178571
3,0,0,0,0,1,0,0,1,0,0,1,0,0,4.094594595
2,0,1,0,0,0,0,0,1,0,0,0,0,0,19.15178571
2,0,0,1,0,0,1,0,0,1,0,0,0,0,19.15178571
2,0,0,1,0,0,0,0,1,0,0,0,0,0,19.15178571
2,1,0,0,0,1,0,1,0,0,0,0,0,0,19.15178571
2,1,1,0,1,0,0,0,0,0,0,0,0,0,19.15178571
3,1,0,0,0,1,1,0,0,0,0,0,0,0,19.15178571
3,0,0,0,0,0,0,1,1,1,0,0,0,0,4.094594595
2,0,0,1,1,0,0,0,0,0,0,0,0,0,19.15178571
3,0,0,0,1,0,1,0,0,0,0,0,0,0,19.15178571
3,1,0,0,0,1,0,1,0,0,0,0,0,0,19.15178571
2,0,0,0,1,1,0,0,0,0,0,0,0,0,19.15178571
2,0,1,0,1,1,0,0,0,0,0,0,0,0,19.15178571
1,0,0,0,0,0,0,0,1,1,1,0,0,0,19.15178571
1,0,1,0,0,0,1,1,0,0,0,0,0,0,4.094594595
2,1,0,0,0,0,1,0,1,0,0,0,0,0,19.15178571
2,1,1,0,0,0,1,0,0,0,0,0,0,0,19.15178571
2,0,1,0,1,1,0,0,0,0,0,0,0,0,4.094594595
3,1,0,1,0,0,0,1,0,0,0,0,0,0,19.15178571
2,0,1,0,0,0,1,0,0,0,0,0,1,0,19.15178571
3,0,0,0,0,0,1,0,0,0,0,0,0,0,19.15178571
3,0,0,0,0,0,1,0,0,0,0,0,0,0,19.15178571
2,1,0,1,0,0,0,0,1,0,0,0,0,0,19.15178571
2,1,0,1,0,0,0,0,0,0,0,0,0,0,19.15178571
2,0,0,1,0,0,1,1,0,0,0,0,0,0,19.15178571
2,0,1,1,0,0,0,1,0,0,0,0,0,0,19.15178571
3,0,0,1,0,0,0,0,0,0,0,0,0,0,19.15178571
2,0,0,0,1,1,0,0,0,1,0,0,0,0,19.15178571
2,1,1,0,0,0,0,0,0,0,1,0,0,0,19.15178571
2,1,0,0,0,1,0,0,0,1,0,0,0,0,19.15178571
3,0,0,0,1,1,0,1,0,0,0,0,0,0,19.15178571
2,0,0,1,0,0,0,0,0,0,0,0,0,0,19.15178571
2,1,0,1,0,0,0,0,1,0,0,0,0,0,19.15178571
2,1,1,0,0,0,0,1,0,0,0,0,0,0,19.15178571
3,0,0,0,0,0,1,0,0,0,1,1,0,0,19.15178571
2,0,0,1,0,0,0,1,0,0,1,0,0,0,19.15178571
3,0,0,1,0,0,0,0,1,0,0,0,0,0,19.15178571
2,1,0,1,0,0,1,0,0,0,0,0,0,0,19.15178571
3,0,0,0,1,0,0,1,0,0,0,0,1,0,4.094594595
2,1,0,0,1,1,0,0,0,0,0,0,0,0,19.15178571
2,0,1,1,0,0,0,0,0,0,0,0,0,0,19.15178571
2,0,0,1,0,0,1,0,0,0,1,0,0,0,19.15178571
1,0,0,0,0,1,1,0,1,0,0,0,0,0,19.15178571
2,0,1,0,0,0,0,1,0,0,1,0,0,0,19.15178571
2,0,0,1,0,1,0,1,0,0,0,0,0,0,19.15178571
2,0,1,1,0,0,0,0,0,0,0,0,0,0,19.15178571
2,0,0,0,0,1,0,1,0,0,0,0,0,0,19.15178571
2,0,0,1,0,0,0,0,0,0,0,0,0,0,19.15178571
3,0,1,1,0,0,0,0,0,0,1,0,0,0,19.15178571
1,1,0,1,0,0,1,0,0,0,0,0,0,0,8.481012658
1,0,1,0,0,1,0,0,0,0,1,0,0,0,8.481012658
2,0,1,0,0,0,1,1,0,0,0,0,0,0,8.481012658
2,1,1,1,0,0,0,0,0,0,0,0,0,0,8.481012658
2,0,1,0,0,0,1,0,0,0,1,0,0,0,8.481012658
2,0,1,1,0,0,0,0,0,0,0,0,0,0,8.481012658
3,0,0,1,1,1,0,0,0,0,0,0,0,0,8.481012658
2,1,0,1,1,0,0,0,0,0,0,0,0,0,8.481012658
2,0,0,1,0,1,0,0,1,0,0,0,0,0,8.481012658
2,1,0,0,1,0,0,0,1,0,0,0,0,0,8.481012658
3,0,0,0,1,0,0,1,0,0,1,0,0,0,8.481012658
2,0,1,1,0,0,0,0,0,0,0,0,0,0,8.481012658
2,1,0,0,0,0,1,0,1,0,0,0,0,0,8.481012658
2,0,0,0,0,0,0,0,0,0,0,1,0,0,8.481012658
2,1,1,0,0,0,0,1,0,0,0,0,0,0,8.481012658
3,0,1,0,0,0,0,1,0,0,0,1,0,0,4.094594595
1,0,0,1,1,0,0,0,0,1,0,0,0,0,8.481012658
2,1,0,0,0,1,0,0,1,0,0,0,0,0,8.481012658
2,1,0,0,0,0,0,1,0,1,0,0,0,0,8.481012658
2,1,0,0,0,0,1,0,1,0,0,0,0,0,8.481012658
2,0,0,0,0,1,1,1,0,0,0,0,0,0,4.094594595
3,0,1,0,0,1,0,0,1,0,0,0,0,0,8.481012658
3,1,1,0,0,0,1,0,0,0,0,0,0,0,8.481012658
2,0,1,0,1,0,0,0,1,0,0,0,0,0,8.481012658
2,1,0,0,0,1,0,0,0,0,0,0,0,0,8.481012658
3,0,0,1,0,0,0,0,0,0,0,0,0,0,8.481012658
2,0,1,0,1,0,1,0,0,0,0,0,0,0,8.481012658
2,1,1,0,0,0,0,0,0,0,0,0,1,0,8.481012658
3,0,1,0,1,0,0,0,1,0,0,0,0,0,8.481012658
2,0,0,0,0,0,0,1,0,0,0,1,1,0,8.481012658
2,1,0,0,0,0,0,1,0,0,0,0,0,0,8.481012658
2,0,1,0,0,0,1,0,1,0,0,0,0,0,8.481012658
2,0,1,0,0,0,0,1,1,0,0,0,0,0,8.481012658
3,0,1,0,0,0,0,0,1,1,0,0,0,0,15.6259542
2,1,0,1,0,0,0,1,0,0,0,0,0,0,118.0510949
2,0,0,1,0,0,0,1,0,0,0,0,1,0,15.6259542
2,1,0,1,1,0,0,0,0,0,0,0,0,0,15.6259542
2,1,0,0,0,0,0,0,1,1,0,0,0,0,15.6259542
2,1,1,0,0,0,0,1,0,0,0,0,0,0,15.6259542
2,1,0,1,0,0,1,0,0,0,0,0,0,0,15.6259542
3,1,0,0,0,0,1,1,0,0,0,0,0,0,15.6259542
2,1,1,0,0,0,0,0,1,0,0,0,0,0,15.6259542
2,1,1,0,0,0,1,0,0,0,0,0,0,0,15.6259542
2,1,0,1,0,0,0,1,0,0,0,0,0,0,118.0510949
3,0,0,1,1,0,0,1,0,0,0,0,0,0,15.6259542
3,1,1,0,0,0,0,0,0,1,0,0,0,0,15.6259542
3,0,0,1,1,0,0,1,0,0,0,0,0,0,15.6259542
3,0,1,1,0,0,0,0,0,1,0,0,0,0,118.0510949
2,1,0,0,1,0,0,0,0,1,0,0,0,0,15.6259542
2,1,1,0,0,0,0,0,1,0,0,0,0,0,15.6259542
2,0,1,0,0,1,1,0,0,0,0,0,0,0,15.6259542
3,1,0,0,0,1,0,0,0,0,0,0,0,0,15.6259542
2,0,1,0,0,1,0,0,0,0,0,0,0,0,15.6259542
3,0,1,1,0,0,0,0,0,1,0,0,0,0,15.6259542
3,0,0,0,0,1,0,0,1,0,1,0,0,0,15.6259542
2,0,1,0,0,0,0,0,1,0,0,0,0,0,15.6259542
1,1,0,0,0,1,0,0,0,0,0,0,0,0,15.6259542
1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6259542
2,1,0,0,0,1,0,0,1,0,0,0,0,0,15.6259542
2,0,1,1,0,0,1,0,0,0,0,0,0,0,118.0510949
2,0,1,1,0,0,0,0,1,0,0,0,0,0,15.6259542
2,0,0,1,1,0,0,0,0,1,0,0,0,0,15.6259542
2,1,0,0,0,1,0,0,0,0,0,0,0,0,15.6259542
2,0,1,0,0,1,0,0,0,1,0,0,0,0,15.6259542
3,0,0,1,0,1,0,1,0,0,0,0,0,0,118.0510949
2,0,1,1,0,0,1,0,0,0,0,0,0,0,15.6259542
2,0,0,1,0,0,1,0,1,0,0,0,0,0,15.6259542
1,1,1,0,1,0,0,0,0,0,0,0,0,0,15.6259542
3,0,0,0,0,1,0,0,0,0,1,0,0,0,15.6259542
2,0,1,0,0,0,0,0,0,1,0,1,0,0,15.6259542
3,0,1,0,0,1,0,0,0,0,1,0,0,0,15.6259542
2,0,1,0,0,1,0,1,0,0,0,0,0,0,15.6259542
2,1,0,0,0,0,1,0,1,0,0,0,0,0,15.6259542
1,0,1,1,1,0,0,0,0,0,0,0,0,0,15.6259542
2,1,1,0,0,0,0,0,0,1,0,0,0,0,15.6259542
2,1,1,0,0,0,0,0,0,1,0,0,0,0,15.6259542
2,0,1,0,0,0,0,1,0,1,0,0,0,0,15.6259542
1,1,1,0,0,0,0,0,0,0,1,0,0,0,15.6259542
1,0,1,0,0,0,0,0,0,1,0,0,0,0,15.6259542
2,1,0,0,0,0,1,0,0,0,0,0,0,0,118.0510949
3,0,1,0,0,0,0,0,0,0,0,0,0,0,15.6259542
2,1,0,0,0,0,0,0,1,0,0,0,1,0,15.6259542
2,1,0,0,0,0,0,0,0,0,0,0,0,0,15.6259542
2,0,0,1,0,1,0,0,0,0,0,0,0,0,15.6259542
3,1,1,1,0,0,0,0,0,0,0,0,0,0,118.0510949
2,0,0,0,0,1,0,0,0,0,0,0,0,0,15.6259542
1,0,0,0,0,1,0,0,0,0,0,0,1,0,15.6259542
1,0,0,1,1,0,0,0,0,0,0,0,0,0,15.6259542
2,1,0,0,0,1,0,0,0,1,0,0,0,0,15.6259542
2,0,0,0,0,1,1,1,0,0,0,0,0,0,118.0510949
3,0,0,0,0,0,0,0,0,0,1,0,0,0,15.6259542
1,0,0,0,0,0,0,1,1,0,0,0,1,0,15.6259542
2,1,0,0,0,0,1,0,0,1,0,0,0,0,10.8220339
2,0,1,0,0,0,0,0,0,0,1,0,0,0,118.0510949
2,0,1,0,1,0,0,1,0,0,0,0,0,0,10.8220339
2,0,1,0,0,1,0,0,0,1,0,0,0,0,118.0510949
2,0,1,0,0,0,0,1,0,0,0,0,0,0,10.8220339
3,0,0,0,0,0,1,0,0,0,0,0,0,0,10.8220339
3,0,1,0,0,0,0,0,1,0,0,1,0,0,10.8220339
3,0,1,0,0,0,0,0,0,0,0,0,0,0,10.8220339
2,0,1,0,0,0,0,0,0,0,0,0,0,0,10.8220339
3,0,0,0,0,0,0,0,1,1,0,0,0,0,10.8220339
